long_hair,forehead_width_cm,forehead_height_cm,nose_wide,nose_long,lips_thin,distance_nose_to_lip_long,gender
1,11.7,6.1,0,0,1,0,1
1,11.9,5.2,0,1,1,1,0
1,12.3,6.0,0,0,1,0,1
1,12.3,6.0,0,0,1,0,1
0,11.9,5.8,0,0,1,0,1
1,14.2,5.5,0,1,1,0,1
1,12.3,6.0,0,0,1,0,1
1,11.7,6.1,0,0,1,0,1
1,14.9,6.5,1,1,1,1,0
0,14.5,6.6,0,1,1,0,0
0,11.9,5.8,0,0,1,0,1
0,13.8,5.7,1,0,1,1,0
1,14.7,5.2,1,0,1,0,0
1,14.7,5.2,1,0,1,0,0
1,11.5,5.1,1,0,0,0,1
0,13.8,5.7,1,0,1,1,0
0,11.9,5.8,0,0,1,0,1
0,11.9,5.8,0,0,1,0,1
1,14.7,5.2,1,0,1,0,0
1,11.5,5.1,1,0,0,0,1
1,11.7,6.1,0,0,1,0,1
1,14.2,5.5,0,1,1,0,1
1,14.7,5.2,1,0,1,0,0
1,14.2,5.5,0,1,1,0,1
0,14.5,6.6,0,1,1,0,0
1,12.3,6.0,0,0,1,0,1
1,11.9,5.2,0,1,1,1,0
1,12.3,6.0,0,0,1,0,1
1,11.7,6.1,0,0,1,0,1
1,11.9,5.2,0,1,1,1,0
1,14.9,6.5,1,1,1,1,0
1,12.3,6.0,0,0,1,0,1
1,14.7,5.2,1,0,1,0,0
1,11.5,5.1,1,0,0,0,1
1,12.3,6.0,0,0,1,0,1
1,12.3,6.0,0,0,1,0,1
1,12.3,6.0,0,0,1,0,1
0,11.9,5.8,0,0,1,0,1
1,11.9,5.2,0,1,1,1,0
1,11.5,5.1,1,0,0,0,1
1,14.2,5.5,0,1,1,0,1
1,14.2,5.5,0,1,1,0,1
1,11.9,5.2,0,1,1,1,0
0,14.5,6.6,0,1,1,0,0
0,11.9,5.8,0,0,1,0,1
1,12.3,6.0,0,0,1,0,1
1,14.9,6.5,1,1,1,1,0
0,11.9,5.8,0,0,1,0,1
1,14.9,6.5,1,1,1,1,0
1,11.9,5.2,0,1,1,1,0
