long_hair,forehead_width_cm,forehead_height_cm,nose_wide,nose_long,lips_thin,distance_nose_to_lip_long,gender
1,12.1,5.1,0,1,0,0,1
1,14.3,6.8,1,1,0,0,0
1,13.5,6.3,1,0,1,0,1
1,13.5,6.3,1,0,1,0,1
1,11.8,6.4,0,0,1,0,1
1,11.8,5.2,0,1,0,0,1
1,13.5,6.3,1,0,1,0,1
1,12.1,5.1,0,1,0,0,1
0,13.7,5.5,1,1,0,1,0
0,12.7,7.1,1,1,1,1,0
1,11.8,6.4,0,0,1,0,1
1,12.7,5.2,0,1,0,1,0
1,14.6,6.4,1,1,0,1,0
1,14.6,6.4,1,1,0,1,0
0,13.9,5.1,0,0,0,0,1
1,12.7,5.2,0,1,0,1,0
1,11.8,6.4,0,0,1,0,1
1,11.8,6.4,0,0,1,0,1
1,14.6,6.4,1,1,0,1,0
0,13.9,5.1,0,0,0,0,1
1,12.1,5.1,0,1,0,0,1
1,11.8,5.2,0,1,0,0,1
1,14.6,6.4,1,1,0,1,0
1,11.8,5.2,0,1,0,0,1
0,12.7,7.1,1,1,1,1,0
1,13.5,6.3,1,0,1,0,1
1,14.3,6.8,1,1,0,0,0
1,13.5,6.3,1,0,1,0,1
1,12.1,5.1,0,1,0,0,1
1,14.3,6.8,1,1,0,0,0
0,13.7,5.5,1,1,0,1,0
1,13.5,6.3,1,0,1,0,1
1,14.6,6.4,1,1,0,1,0
0,13.9,5.1,0,0,0,0,1
1,13.5,6.3,1,0,1,0,1
1,13.5,6.3,1,0,1,0,1
1,13.5,6.3,1,0,1,0,1
1,11.8,6.4,0,0,1,0,1
1,14.3,6.8,1,1,0,0,0
0,13.9,5.1,0,0,0,0,1
1,11.8,5.2,0,1,0,0,1
1,11.8,5.2,0,1,0,0,1
1,14.3,6.8,1,1,0,0,0
0,12.7,7.1,1,1,1,1,0
1,11.8,6.4,0,0,1,0,1
1,13.5,6.3,1,0,1,0,1
0,13.7,5.5,1,1,0,1,0
1,11.8,6.4,0,0,1,0,1
0,13.7,5.5,1,1,0,1,0
1,14.3,6.8,1,1,0,0,0
