iter	Logloss
0	0.6378574753
1	0.5895640564
2	0.5510349274
3	0.5107313919
4	0.4705662537
5	0.4380166245
6	0.417677803
7	0.4009822083
8	0.3788079071
9	0.3523517227
10	0.3379537582
11	0.3179047585
12	0.3010533524
13	0.2831228065
14	0.2687769127
15	0.254687748
16	0.2405535889
17	0.2309481812
18	0.221681366
19	0.2092856026
20	0.1996375656
21	0.1901306915
22	0.1797437096
23	0.1701729012
24	0.1640017891
25	0.1615492058
26	0.1547042561
27	0.149656601
28	0.1431181145
29	0.1365689278
30	0.1325412273
31	0.1266763687
32	0.1227814102
33	0.1189937878
34	0.1138737679
35	0.1104252243
36	0.1085588455
37	0.1049954319
38	0.1011099625
39	0.09874155045
40	0.09616628647
41	0.09456711769
42	0.09239313126
43	0.08950117111
44	0.08757295609
45	0.08563259125
46	0.0833053875
47	0.08144227982
48	0.07889395714
49	0.07776191711
50	0.07587908745
51	0.07427062035
52	0.07253799438
53	0.07082413197
54	0.06927711487
55	0.06776574135
56	0.06593749523
57	0.06464447975
58	0.06313810349
59	0.06200273991
60	0.06051216125
61	0.05883827209
62	0.05736676216
63	0.0563407135
64	0.05516999245
65	0.05386627197
66	0.05267905235
67	0.05145262241
68	0.05045946598
69	0.04957633018
70	0.04860949516
71	0.04764475822
72	0.04657401085
73	0.04576994419
74	0.04507141113
75	0.04412635803
76	0.0432754755
77	0.04264781952
78	0.04181204319
79	0.04120129585
80	0.04044195175
81	0.03982185125
82	0.03920342684
83	0.03868310928
84	0.0379393363
85	0.03736297369
86	0.03665409565
87	0.03622466087
88	0.03562321663
89	0.03500671864
90	0.03451536894
91	0.03401743412
92	0.03370502234
93	0.03324831963
94	0.03273112297
95	0.03219070911
96	0.03165692568
97	0.03125291348
98	0.03066415787
99	0.03019658804
100	0.02971750259
101	0.02937393665
102	0.02896332741
103	0.02857212543
104	0.02818214417
105	0.02784276009
106	0.02754317284
107	0.02713675976
108	0.02674066067
109	0.02639861107
110	0.02609466791
111	0.02579800129
112	0.02553894997
113	0.02522735596
114	0.02492913246
115	0.02465952158
116	0.02433440685
117	0.0239998579
118	0.02368093967
119	0.02342542648
120	0.02319422245
121	0.02296839237
122	0.02268389225
123	0.02236223459
124	0.02209144592
125	0.02182720661
126	0.02159513712
127	0.02137074471
128	0.0211699748
129	0.02092501163
130	0.02068558931
131	0.02047024727
132	0.02024154186
133	0.02001792669
134	0.01982460618
135	0.01960957766
136	0.01939897656
137	0.01919228792
138	0.01898962259
139	0.01879139662
140	0.01859706163
141	0.01840681314
142	0.01822020531
143	0.01804992199
144	0.01788730025
145	0.01770977616
146	0.01753592968
147	0.01736573696
148	0.01719926596
149	0.01703575611
150	0.01687578797
151	0.01671864867
152	0.01656414747
153	0.01641288161
154	0.01626419783
155	0.01611835957
156	0.0159742713
157	0.01583243251
158	0.01569355488
159	0.01555669785
160	0.01542197585
161	0.01528974056
162	0.01515989065
163	0.01503242254
164	0.01490663528
165	0.0147832036
166	0.01466215611
167	0.01454348087
168	0.01442582369
169	0.01430993557
170	0.01419643641
171	0.01408440471
172	0.01397371054
173	0.0138647151
174	0.0137576437
175	0.01365178585
176	0.01354775548
177	0.01344531059
178	0.01334412217
179	0.01324410796
180	0.01314605951
181	0.01304949284
182	0.01295411825
183	0.01286059856
184	0.01276820183
185	0.01267693281
186	0.01258749008
187	0.01249880791
188	0.0124117732
189	0.01232534409
190	0.01224022985
191	0.01215627432
192	0.01207346082
193	0.01199178696
194	0.01191069841
195	0.01183045268
196	0.011751405
197	0.01167359948
198	0.01159750938
199	0.01152219057
