long_hair,forehead_width_cm,forehead_height_cm,nose_wide,nose_long,lips_thin,distance_nose_to_lip_long,gender
1,13.2,6.6,1,0,1,1,0
1,14.6,5.3,1,1,1,1,0
0,12.7,6.0,0,0,0,1,1
1,15.2,6.5,1,1,0,1,0
1,12.1,5.6,1,1,1,0,0
1,14.7,6.5,1,1,1,1,0
1,12.9,6.0,0,0,1,0,1
1,13.4,6.0,0,0,1,0,1
1,12.9,5.8,0,0,0,0,1
1,12.8,5.7,0,0,0,1,1
1,15.2,6.4,1,1,1,0,0
1,13.1,5.6,1,1,0,0,0
1,12.0,6.2,1,1,1,1,0
1,14.3,6.0,0,0,0,1,1
1,11.5,5.4,1,0,0,0,1
1,13.0,5.3,1,1,1,1,0
0,14.1,5.5,1,0,0,0,1
0,13.3,5.1,0,0,0,1,1
1,12.4,5.6,0,0,0,0,1
1,13.2,6.0,0,1,0,0,1
1,15.1,6.2,1,0,1,1,0
1,13.2,5.5,1,0,0,0,1
0,12.2,5.7,1,1,1,1,0
0,14.1,5.3,0,0,0,0,1
0,13.0,5.9,0,0,0,1,1
1,14.6,6.2,0,1,1,1,0
1,12.7,5.6,1,1,1,1,0
1,14.5,5.5,1,1,1,1,0
1,14.0,5.6,1,1,1,0,0
1,13.2,7.0,1,0,1,0,0
1,11.4,5.3,0,0,0,0,1
1,12.9,5.4,0,0,0,0,1
1,11.4,5.5,0,1,0,1,1
1,13.8,5.5,0,1,1,1,0
1,12.8,5.3,0,1,0,1,1
1,12.1,5.6,0,1,0,1,0
1,12.1,5.2,1,0,0,0,1
0,15.3,6.7,1,1,1,1,0
1,14.1,6.3,1,1,1,1,0
0,12.2,6.2,0,0,0,0,1
0,15.4,5.4,1,1,1,1,0
1,13.0,5.7,1,1,0,1,0
0,12.5,5.4,1,1,1,1,0
0,14.1,5.9,0,1,0,0,1
1,11.9,5.5,0,1,0,1,0
1,14.3,6.3,0,1,0,0,1
1,14.2,5.4,0,0,1,1,1
0,12.0,5.9,0,0,0,0,1
1,13.9,5.1,1,1,0,0,1
1,11.4,5.6,0,1,0,1,1
