long_hair,forehead_width_cm,forehead_height_cm,nose_wide,nose_long,lips_thin,distance_nose_to_lip_long,gender
0,14.9,5.9,1,1,1,1,0
1,12.0,5.7,0,1,1,1,0
1,12.3,6.0,1,0,0,0,1
1,12.2,5.5,0,1,1,0,1
0,12.2,5.7,1,1,1,1,0
1,14.6,5.7,1,1,1,0,0
1,11.5,6.7,1,1,1,1,0
0,13.1,6.8,1,1,1,1,0
1,15.3,6.4,1,0,0,1,0
1,13.9,5.4,0,0,0,1,0
1,15.3,5.8,1,1,0,0,0
1,14.5,6.1,1,0,1,0,0
1,13.0,5.2,1,1,0,1,0
1,15.2,6.0,1,0,1,1,0
1,12.5,5.2,1,0,1,0,1
1,14.2,5.1,1,0,1,1,0
0,12.8,6.2,1,0,0,0,1
0,13.5,6.7,1,0,1,1,0
1,12.6,6.5,0,0,1,0,1
1,12.3,5.8,1,0,0,1,0
1,14.2,6.2,0,1,0,0,1
1,12.4,5.5,1,1,0,1,0
0,12.6,5.7,0,0,0,1,1
1,13.8,7.0,1,0,0,1,0
1,13.3,5.5,1,1,1,1,0
1,15.5,7.0,1,0,1,1,0
1,11.5,5.4,0,1,0,0,1
1,14.8,6.0,1,1,1,0,0
0,12.4,6.0,0,0,0,1,1
1,12.0,6.2,1,1,1,1,0
1,15.1,6.2,1,0,1,1,0
0,13.2,5.7,0,0,0,1,1
1,14.8,6.4,1,1,1,1,0
1,12.7,5.6,1,1,1,0,0
1,13.9,6.6,1,1,1,1,0
0,14.2,5.2,1,0,0,0,1
0,15.5,5.2,0,0,0,1,0
0,15.5,6.4,1,0,1,1,0
1,14.8,6.8,1,1,1,1,0
1,12.7,5.8,1,1,0,1,1
1,12.8,5.2,1,1,1,0,0
0,14.2,5.5,1,1,1,0,0
1,13.9,5.4,1,1,0,1,0
1,11.5,6.4,0,0,1,0,1
1,13.2,6.0,0,1,1,0,1
0,13.2,6.5,0,1,0,0,1
1,13.2,5.6,1,0,1,1,0
1,11.9,5.6,1,1,0,0,1
1,12.7,5.8,1,0,1,1,0
1,13.0,6.6,1,1,0,0,0
