long_hair,forehead_width_cm,forehead_height_cm,nose_wide,nose_long,lips_thin,distance_nose_to_lip_long,gender
0,13.0,5.5,1,0,1,0,0
0,13.1,6.1,0,0,0,0,1
0,14.3,5.8,1,1,1,0,0
1,14.9,6.5,1,1,1,1,0
1,11.6,5.3,1,1,1,0,0
1,11.5,5.1,0,0,0,0,1
0,13.8,5.6,0,0,1,0,1
1,13.4,6.2,0,1,0,0,1
0,11.9,5.9,0,0,0,1,1
1,12.6,6.5,0,0,1,0,1
1,13.2,5.1,1,1,0,0,0
1,12.7,5.6,0,1,0,0,1
0,14.1,5.7,0,0,0,1,1
1,13.1,6.8,1,1,1,1,0
0,13.0,5.7,1,1,1,1,0
0,11.4,5.2,0,0,0,0,1
0,14.5,6.0,1,0,1,1,0
0,13.4,6.5,1,1,1,1,0
1,14.2,5.4,1,1,1,0,0
1,11.5,6.0,0,0,1,1,1
0,12.3,5.6,1,0,1,1,0
1,14.2,5.1,0,1,0,0,1
1,14.3,5.4,0,1,0,0,1
0,12.3,5.3,1,1,1,1,0
0,12.3,6.5,1,1,1,0,0
1,13.8,5.5,1,1,0,0,1
0,14.0,7.0,1,1,1,0,0
1,11.9,5.8,0,1,0,0,1
0,11.5,6.3,1,1,1,1,0
1,14.0,5.2,0,0,0,1,1
0,13.4,6.7,1,0,0,1,0
1,14.1,6.1,0,0,0,1,1
1,12.8,5.6,0,0,0,1,1
1,14.2,6.1,0,0,1,0,1
0,15.3,5.3,1,0,0,1,0
0,15.5,6.3,1,1,1,1,0
0,12.5,5.5,1,0,1,1,0
1,11.7,6.2,0,0,0,0,1
1,11.5,5.3,0,1,0,0,1
0,11.8,6.6,1,1,1,0,0
1,11.4,5.5,0,1,0,1,1
0,15.1,6.8,1,1,1,1,0
0,15.5,6.0,1,1,1,1,0
0,11.8,7.1,1,1,0,1,0
1,13.7,5.2,0,1,0,0,1
1,13.3,6.3,0,0,1,0,1
1,11.5,5.1,0,0,0,1,1
0,13.8,6.5,1,1,1,1,0
0,11.8,6.5,1,1,1,1,0
1,11.5,6.0,0,0,0,1,1
