long_hair,forehead_width_cm,forehead_height_cm,nose_wide,nose_long,lips_thin,distance_nose_to_lip_long,gender
0,13.2,7.1,1,1,1,1,0
0,12.4,5.3,0,1,0,0,1
1,12.9,6.5,1,0,0,1,1
1,13.5,5.4,1,0,0,0,1
1,13.5,5.4,1,0,0,0,1
1,11.5,5.3,0,1,0,0,1
1,15.2,6.0,0,1,1,1,0
0,14.4,6.7,1,1,1,1,0
0,13.6,5.5,0,0,0,1,1
0,14.8,5.9,1,0,1,1,0
0,12.0,6.1,0,0,0,1,1
0,13.2,7.1,1,1,1,1,0
1,13.0,6.6,0,1,1,1,0
0,12.0,6.1,0,0,0,1,1
1,11.5,5.3,0,1,0,0,1
1,11.4,5.4,0,0,0,0,1
0,12.8,6.4,0,0,0,0,1
0,11.9,5.4,1,0,1,1,0
1,14.7,6.9,1,1,1,0,0
1,13.7,5.2,1,1,1,1,0
1,15.2,6.0,0,1,1,1,0
0,14.4,6.7,1,1,1,1,0
0,15.3,6.8,1,1,1,1,0
0,14.4,6.7,1,1,1,1,0
0,11.9,5.4,1,0,1,1,0
0,12.4,5.3,0,1,0,0,1
0,12.4,5.3,0,1,0,0,1
1,12.9,6.5,1,0,0,1,1
0,13.6,5.5,0,0,0,1,1
1,13.5,5.4,1,0,0,0,1
0,12.8,6.4,0,0,0,0,1
0,14.4,6.7,1,1,1,1,0
0,14.4,6.7,1,1,1,1,0
0,14.4,6.7,1,1,1,1,0
1,11.4,5.4,0,0,0,0,1
1,11.5,5.3,0,1,0,0,1
1,12.9,6.5,1,0,0,1,1
1,13.0,6.6,0,1,1,1,0
1,15.2,6.0,0,1,1,1,0
1,12.9,6.5,1,0,0,1,1
0,12.7,6.4,0,0,0,0,1
1,13.5,5.4,1,0,0,0,1
1,11.5,5.9,0,1,0,0,1
0,13.6,5.5,0,0,0,1,1
1,12.5,6.2,1,1,1,0,0
1,12.9,6.5,1,0,0,1,1
1,12.9,6.5,1,0,0,1,1
0,14.8,5.9,1,0,1,1,0
0,11.9,5.4,1,0,1,1,0
0,12.0,6.1,0,0,0,1,1
