long_hair,forehead_width_cm,forehead_height_cm,nose_wide,nose_long,lips_thin,distance_nose_to_lip_long,gender
1,13.0,6.0,0,1,1,0,0
0,12.6,6.3,0,0,0,0,1
1,13.6,5.1,1,0,1,1,0
0,13.2,5.3,1,1,1,1,0
0,13.2,5.3,1,1,1,1,0
0,13.3,5.1,0,0,0,1,1
0,11.7,6.2,0,0,0,0,1
0,14.2,5.8,0,0,0,0,1
0,14.5,6.6,0,1,1,0,0
0,15.2,6.8,1,1,1,1,0
1,11.6,6.2,1,1,0,1,0
1,13.0,6.0,0,1,1,0,0
0,13.3,6.9,1,1,1,1,0
1,11.6,6.2,1,1,0,1,0
0,13.3,5.1,0,0,0,1,1
1,14.4,6.2,1,1,1,1,0
1,12.9,6.4,1,0,0,1,1
1,12.3,6.2,0,0,1,1,1
1,12.6,5.9,0,0,0,0,1
1,13.6,5.9,0,0,1,0,1
0,11.7,6.2,0,0,0,0,1
0,14.2,5.8,0,0,0,0,1
1,15.5,7.0,1,0,1,1,0
0,14.2,5.8,0,0,0,0,1
1,12.3,6.2,0,0,1,1,1
0,12.6,6.3,0,0,0,0,1
0,12.6,6.3,0,0,0,0,1
1,13.6,5.1,1,0,1,1,0
0,14.5,6.6,0,1,1,0,0
0,13.2,5.3,1,1,1,1,0
1,12.9,6.4,1,0,0,1,1
0,14.2,5.8,0,0,0,0,1
0,14.2,5.8,0,0,0,0,1
0,14.2,5.8,0,0,0,0,1
1,14.4,6.2,1,1,1,1,0
0,13.3,5.1,0,0,0,1,1
1,13.6,5.1,1,0,1,1,0
0,13.3,6.9,1,1,1,1,0
0,11.7,6.2,0,0,0,0,1
1,13.6,5.1,1,0,1,1,0
0,13.2,5.3,1,0,0,1,1
0,13.2,5.3,1,1,1,1,0
1,11.5,6.0,1,0,1,0,1
0,14.5,6.6,0,1,1,0,0
0,13.7,5.6,1,1,0,1,0
1,13.6,5.1,1,0,1,1,0
1,13.6,5.1,1,0,1,1,0
0,15.2,6.8,1,1,1,1,0
1,12.3,6.2,0,0,1,1,1
1,11.6,6.2,1,1,0,1,0
