long_hair,forehead_width_cm,forehead_height_cm,nose_wide,nose_long,lips_thin,distance_nose_to_lip_long,gender
0,13.127154291581974,6.055611375762232,1,1,0,1,0
1,11.63720811491824,5.41104695690566,1,0,0,0,1
0,12.263978706355736,6.240371379507005,1,1,1,0,0
0,14.960707459133122,5.280353729566562,1,1,1,1,0
0,13.169673448532677,5.672938963205901,1,1,0,1,0
0,15.157886489550755,5.989589146289418,1,1,1,1,0
1,14.66451015284772,5.13225507642386,1,1,1,0,0
1,14.6,5.289829146318277,1,1,0,1,0
0,12.426161158012578,6.18139594254088,1,1,1,0,0
0,13.104771612769165,6.257055485077516,1,1,0,1,0
0,14.096672821745797,5.4066543565084055,0,0,0,0,1
0,13.198192463638447,5.416267827253969,1,1,0,1,0
1,14.6,5.101089897840532,1,1,0,1,0
0,12.857349890841903,6.024600039693854,1,1,1,0,0
1,14.765009014580814,5.182504507290407,1,1,1,0,0
0,12.555933808895789,6.3,0,0,0,0,1
1,14.6,5.236792753879628,1,1,0,1,0
0,12.1,6.3,0,0,0,0,1
0,14.139757202108752,5.922913574694974,1,0,0,0,1
1,14.686878873102085,5.256560563448957,1,1,0,0,0
0,14.10653860026603,6.321536796807652,1,0,0,0,1
1,12.8,6.262258578331724,0,0,0,0,1
0,14.061139403857435,5.477721192285127,0,0,0,0,1
0,14.173521611924077,5.517740656911074,1,0,0,0,1
1,12.469054485791748,5.603581728687622,1,0,0,0,1
1,12.709315893952981,5.9930339166773425,0,1,0,1,0
1,12.8,6.171729356259233,0,0,0,0,1
0,12.512171960741348,5.3082895947655135,0,1,0,1,0
1,12.8,6.273450915551406,0,0,0,0,1
0,14.152672884600781,5.294654230798436,0,0,0,0,1
0,13.11436757081219,6.170691862690283,1,1,0,1,0
1,12.22883535451822,5.24325303177733,1,0,0,0,1
0,12.4959239441427,6.3,0,0,0,0,1
0,13.183771010590732,5.546060904683405,1,1,0,1,0
1,11.650351792909861,5.607293625532797,1,0,0,0,1
0,12.459280492928382,6.3,0,0,0,0,1
0,13.180024977141583,5.907263644675788,1,1,1,0,0
0,13.059476735510396,6.1643139586937625,0,0,0,0,1
0,13.149118592316123,6.103525630735504,1,1,1,0,0
1,12.215801697946809,5.223702546920214,1,0,0,0,1
0,12.1,6.3,1,1,1,0,0
1,11.427664518968966,5.4896258053866385,1,0,0,0,1
0,12.657405890765025,5.32765411876867,0,1,0,1,0
0,14.106656369192052,6.3201235696953795,1,0,0,0,1
1,14.6,5.273450915551406,1,1,0,1,0
1,14.692934762587923,5.146467381293961,1,1,1,0,0
1,11.658067144063919,5.610600204598822,1,0,0,0,1
0,13.2,5.4,1,1,0,1,0
0,13.2,5.437673128003064,1,1,0,0,0
0,12.330586249235012,6.274379305640554,0,0,0,0,1
