X1,X2,X3,X4,X5,X6,X7,X8,X9,Target
-0.8,0.24973209767711385,-0.45080370696865846,0.15348273019752,-0.3,-1.8529469255517474,0.4016074139373169,-0.1,-0.2,0
-0.2051494778125466,-0.16323368145830225,-0.7193614012152518,-0.5754891209722015,0.5367663185416978,0.9897010443749068,1.0419157963542443,0.21936140121525188,-0.14387228024305038,0
-1.3,2.0,-0.8,0.1,-0.1,0.1,-1.6,-1.6,-2.6,0
-0.6957178464273833,0.2188916583324092,-0.3347607178575389,-0.44206547023743514,-0.3811083416675908,-1.2073047523798963,-0.0042821535726167426,-0.06523928214246108,-0.17682618809497408,0
-0.6330355987404884,0.0591521034636569,0.15044660188926737,0.4165177993702442,1.2669644012595116,-0.5660711974809768,0.6825889968512211,0.16696440125951162,0.049553398110732616,0
-0.4935178300688561,-0.06100998982403416,-0.531172610022952,0.010390870007650682,-0.7272639099464453,0.6376547799540959,0.46100998982403407,0.012964339862287844,-0.1805534902065684,0
-0.7420420511635109,0.21306307674526614,-0.3289789744182446,-0.42755256395438845,-0.37244743604561154,-1.0102102558175539,0.18693692325473388,-0.05653153837263307,-0.15653153837263306,0
-0.7442922333025375,0.216438349953806,-0.32785388334873133,-0.4303652916281717,-0.3696347083718283,-1.021461166512687,0.18356165004619396,-0.05821917497690304,-0.15821917497690305,0
-0.7703821393063639,0.2555732089595458,-0.31480893034681806,-0.4629776741329548,-0.33702232586704517,-1.1519106965318193,0.14442679104045422,-0.0777866044797729,-0.1777866044797729,0
-0.654900841471396,0.10326722764759734,-0.6,0.6710229701967965,-0.4128549010778031,-2.0936795542173914,0.4581680691189933,-0.05163361382379867,-0.16775574254919912,0
-0.7216233366532054,0.536220675298334,-0.04972732868551247,0.12864933466128214,-1.636220675298334,-1.165415352588591,0.1854026613548714,0.2,-0.5432466733064107,0
-0.3475236553031469,-0.4,-0.35137574705380725,0.24862425294619273,0.04422186237400938,-0.6988994023569541,0.14477216119553238,0.10055029882152292,0.14917455176771563,0
-0.41834682280666924,0.6449595315799922,0.4082658859666537,0.23578612017665757,1.4357861201766577,-0.07247976578999615,0.24677458245335426,0.3633063543866615,-0.2816531771933307,0
-0.880219698075404,0.8417575846032317,0.04175758460323176,0.3186818115475762,-1.7439545653572714,-2.239560603849192,0.05824241539676822,0.14065909422621192,-0.7615378865278277,0
-0.40741954010270154,0.4698620687474886,-0.6724885057289574,0.03624425286447869,-0.6738017242196918,-0.2825344828131279,-1.0899540229158295,-0.45239655156061653,-0.942350574476446,0
0.20124088072712185,-0.4506204403635609,-0.8024817614542437,-0.4049635229084874,-0.3925547156372689,0.7655110090890231,-0.29379559636439073,0.3518613210906828,-0.10124088072712185,0
